"user","datetime","stage_duration","stage"
"ASFODQR","2024-03-09 03:01:00",30,"wake"
"ASFODQR","2024-03-09 03:01:30",180,"light"
"ASFODQR","2024-03-09 03:04:30",510,"rem"
"ASFODQR","2024-03-09 03:13:00",30,"wake"
"ASFODQR","2024-03-09 03:15:30",30,"wake"
"ASFODQR","2024-03-09 03:25:00",30,"wake"
"ASFODQR","2024-03-09 03:41:00",30,"wake"
"ASFODQR","2024-03-09 03:41:30",1350,"light"
"ASFODQR","2024-03-09 04:04:00",390,"deep"
"ASFODQR","2024-03-09 04:10:30",30,"light"
"ASFODQR","2024-03-09 04:11:00",60,"wake"
"ASFODQR","2024-03-09 04:15:00",60,"wake"
"ASFODQR","2024-03-09 04:20:30",120,"wake"
"ASFODQR","2024-03-09 04:22:30",360,"light"
"ASFODQR","2024-03-09 04:28:30",210,"rem"
"ASFODQR","2024-03-09 04:32:00",30,"wake"
"ASFODQR","2024-03-09 04:35:30",30,"wake"
"ASFODQR","2024-03-09 04:45:00",30,"wake"
"ASFODQR","2024-03-09 04:45:30",360,"light"
"ASFODQR","2024-03-09 04:51:30",540,"wake"
"ASFODQR","2024-03-09 05:00:30",120,"light"
"ASFODQR","2024-03-09 05:02:30",30,"wake"
"ASFODQR","2024-03-09 05:09:00",60,"wake"
"ASFODQR","2024-03-09 05:13:30",30,"wake"
"ASFODQR","2024-03-09 05:14:00",1140,"light"
"ASFODQR","2024-03-09 05:33:00",210,"wake"
"ASFODQR","2024-03-09 05:36:30",360,"light"
"ASFODQR","2024-03-09 05:42:30",1170,"rem"
"ASFODQR","2024-03-09 06:02:00",60,"wake"
"ASFODQR","2024-03-09 06:19:00",60,"wake"
"ASFODQR","2024-03-09 06:24:00",60,"wake"
"ASFODQR","2024-03-09 06:28:00",150,"wake"
"ASFODQR","2024-03-09 06:32:00",30,"wake"
"ASFODQR","2024-03-09 06:32:30",690,"light"
"ASFODQR","2024-03-09 06:44:00",300,"deep"
"ASFODQR","2024-03-09 06:49:00",600,"light"
"ASFODQR","2024-03-10 00:32:00",1140,"light"
"ASFODQR","2024-03-10 00:51:00",1080,"deep"
"ASFODQR","2024-03-10 01:09:00",30,"wake"
"ASFODQR","2024-03-10 01:09:30",300,"light"
"ASFODQR","2024-03-10 01:14:30",2010,"deep"
"ASFODQR","2024-03-10 01:48:00",30,"light"
"ASFODQR","2024-03-10 01:48:30",330,"rem"
"ASFODQR","2024-03-10 01:54:00",30,"wake"
"ASFODQR","2024-03-10 01:59:30",30,"wake"
"ASFODQR","2024-03-10 02:04:00",30,"wake"
"ASFODQR","2024-03-10 02:08:00",30,"wake"
"ASFODQR","2024-03-10 02:08:30",360,"light"
"ASFODQR","2024-03-10 02:14:30",300,"rem"
"ASFODQR","2024-03-10 02:19:30",870,"light"
"ASFODQR","2024-03-10 02:34:00",30,"wake"
"ASFODQR","2024-03-10 02:50:00",30,"wake"
"ASFODQR","2024-03-10 02:50:30",2340,"light"
"ASFODQR","2024-03-10 03:29:30",300,"deep"
"ASFODQR","2024-03-10 03:34:30",300,"light"
"ASFODQR","2024-03-10 03:39:30",30,"wake"
"ASFODQR","2024-03-10 03:53:00",30,"wake"
"ASFODQR","2024-03-10 03:56:00",30,"wake"
"ASFODQR","2024-03-10 04:02:30",60,"wake"
"ASFODQR","2024-03-10 04:13:30",60,"wake"
"ASFODQR","2024-03-10 04:17:00",60,"wake"
"ASFODQR","2024-03-10 04:18:00",420,"rem"
"ASFODQR","2024-03-10 04:25:00",780,"wake"
"ASFODQR","2024-03-10 04:38:00",180,"light"
"ASFODQR","2024-03-10 04:41:00",330,"deep"
"ASFODQR","2024-03-10 04:46:30",180,"wake"
"ASFODQR","2024-03-10 04:49:30",990,"light"
"ASFODQR","2024-03-10 05:06:00",1770,"deep"
"ASFODQR","2024-03-10 05:35:30",210,"wake"
"ASFODQR","2024-03-10 05:39:00",210,"light"
"ASFODQR","2024-03-10 05:42:30",480,"rem"
"ASFODQR","2024-03-10 05:50:30",30,"wake"
"ASFODQR","2024-03-10 05:57:00",30,"wake"
"ASFODQR","2024-03-10 06:01:00",60,"wake"
"ASFODQR","2024-03-10 06:07:30",60,"wake"
"ASFODQR","2024-03-10 06:11:00",30,"wake"
"ASFODQR","2024-03-10 06:13:30",30,"wake"
"ASFODQR","2024-03-10 06:14:00",870,"light"
"ASFODQR","2024-03-10 06:28:30",330,"wake"
"ASFODQR","2024-03-10 06:34:00",120,"light"
"ASFODQR","2024-03-10 06:36:00",60,"wake"
"ASFODQR","2024-03-10 06:43:00",60,"wake"
"ASFODQR","2024-03-10 07:06:30",30,"wake"
"ASFODQR","2024-03-10 07:09:00",120,"wake"
"ASFODQR","2024-03-10 07:13:30",30,"wake"
"ASFODQR","2024-03-10 07:20:30",30,"wake"
"ASFODQR","2024-03-10 07:25:00",30,"wake"
"ASFODQR","2024-03-11 01:38:30",30,"wake"
"ASFODQR","2024-03-11 01:39:00",4200,"deep"
"ASFODQR","2024-03-11 02:49:00",450,"light"
"ASFODQR","2024-03-11 02:56:30",60,"wake"
"ASFODQR","2024-03-11 03:00:30",30,"wake"
"ASFODQR","2024-03-11 03:05:00",120,"wake"
"ASFODQR","2024-03-11 03:07:00",2190,"light"
"ASFODQR","2024-03-11 03:43:30",480,"rem"
"ASFODQR","2024-03-11 03:51:30",390,"light"
"ASFODQR","2024-03-11 03:58:00",60,"wake"
"ASFODQR","2024-03-11 04:01:30",90,"wake"
"ASFODQR","2024-03-11 04:11:30",30,"wake"
"ASFODQR","2024-03-11 04:12:00",300,"rem"
"ASFODQR","2024-03-11 04:17:00",720,"wake"
"ASFODQR","2024-03-11 04:29:00",630,"light"
"ASFODQR","2024-03-11 04:39:30",30,"wake"
"ASFODQR","2024-03-11 04:40:00",300,"light"
"ASFODQR","2024-03-11 04:45:00",480,"wake"
"ASFODQR","2024-03-11 04:53:00",150,"light"
"ASFODQR","2024-03-11 04:55:30",30,"wake"
"ASFODQR","2024-03-11 05:10:00",30,"wake"
"ASFODQR","2024-03-11 05:25:30",30,"wake"
"ASFODQR","2024-03-11 05:42:00",30,"wake"
"ASFODQR","2024-03-11 05:51:30",30,"wake"
"ASFODQR","2024-03-11 05:52:00",150,"light"
"ASFODQR","2024-03-11 05:54:30",750,"wake"
"ASFODQR","2024-03-11 06:07:00",150,"light"
"ASFODQR","2024-03-11 06:09:30",30,"wake"
"ASFODQR","2024-03-11 06:10:00",90,"light"
"ASFODQR","2024-03-11 06:11:30",60,"rem"
"ASFODQR","2024-03-11 06:12:30",30,"wake"
"ASFODQR","2024-03-11 06:14:30",30,"wake"
"ASFODQR","2024-03-11 06:25:00",30,"wake"
"ASFODQR","2024-03-11 06:32:30",60,"wake"
"ASFODQR","2024-03-11 06:33:30",360,"rem"
"ASFODQR","2024-03-11 06:39:30",270,"light"
"ASFODQR","2024-03-11 06:44:00",30,"wake"
"ASFODQR","2024-03-11 07:18:00",180,"wake"
"ASFODQR","2024-03-12 01:10:00",180,"wake"
"ASFODQR","2024-03-12 01:13:00",600,"light"
"ASFODQR","2024-03-12 01:23:00",2220,"deep"
"ASFODQR","2024-03-12 02:00:00",810,"wake"
"ASFODQR","2024-03-12 02:13:30",1170,"light"
"ASFODQR","2024-03-12 02:33:00",90,"wake"
"ASFODQR","2024-03-12 02:53:30",90,"wake"
"ASFODQR","2024-03-12 02:55:00",1200,"light"
"ASFODQR","2024-03-12 03:15:00",1470,"deep"
"ASFODQR","2024-03-12 03:39:30",30,"light"
"ASFODQR","2024-03-12 03:40:00",60,"wake"
"ASFODQR","2024-03-12 04:05:30",30,"wake"
"ASFODQR","2024-03-12 04:12:30",30,"wake"
"ASFODQR","2024-03-12 04:28:30",30,"wake"
"ASFODQR","2024-03-12 04:29:00",330,"light"
"ASFODQR","2024-03-12 04:34:30",1080,"rem"
"ASFODQR","2024-03-12 04:52:30",30,"light"
"ASFODQR","2024-03-12 04:53:00",30,"wake"
"ASFODQR","2024-03-12 05:20:00",120,"wake"
"ASFODQR","2024-03-12 05:22:00",120,"light"
"ASFODQR","2024-03-13 00:35:30",30,"wake"
"ASFODQR","2024-03-13 00:42:00",120,"wake"
"ASFODQR","2024-03-13 00:47:30",30,"wake"
"ASFODQR","2024-03-13 00:48:00",60,"light"
"ASFODQR","2024-03-13 00:49:00",360,"deep"
"ASFODQR","2024-03-13 00:55:00",210,"light"
"ASFODQR","2024-03-13 00:58:30",330,"wake"
"ASFODQR","2024-03-13 01:04:00",240,"light"
"ASFODQR","2024-03-13 01:08:00",1050,"deep"
"ASFODQR","2024-03-13 01:25:30",210,"light"
"ASFODQR","2024-03-13 01:29:00",120,"wake"
"ASFODQR","2024-03-13 01:31:00",1170,"rem"
"ASFODQR","2024-03-13 01:50:30",750,"light"
"ASFODQR","2024-03-13 02:03:00",30,"wake"
"ASFODQR","2024-03-13 02:03:30",570,"light"
"ASFODQR","2024-03-13 02:13:00",1350,"rem"
"ASFODQR","2024-03-13 02:35:30",480,"deep"
"ASFODQR","2024-03-13 02:43:30",600,"light"
"ASFODQR","2024-03-13 02:53:30",450,"rem"
"ASFODQR","2024-03-13 03:01:00",180,"light"
"ASFODQR","2024-03-13 03:04:00",30,"wake"
"ASFODQR","2024-03-13 03:38:30",30,"wake"
"ASFODQR","2024-03-13 03:46:30",30,"wake"
"ASFODQR","2024-03-13 03:47:00",420,"light"
"ASFODQR","2024-03-13 03:54:00",1440,"rem"
"ASFODQR","2024-03-13 04:18:00",120,"light"
"ASFODQR","2024-03-13 04:20:00",660,"wake"
"ASFODQR","2024-03-13 04:31:00",180,"light"
"ASFODQR","2024-03-13 04:34:00",60,"wake"
"ASFODQR","2024-03-13 05:14:30",30,"wake"
"ASFODQR","2024-03-13 05:28:30",30,"wake"
"ASFODQR","2024-03-13 05:35:00",30,"wake"
"ASFODQR","2024-03-13 05:35:30",1320,"light"
"ASFODQR","2024-03-13 05:57:30",630,"deep"
"ASFODQR","2024-03-13 06:08:00",60,"wake"
"ASFODQR","2024-03-13 06:09:00",300,"light"
"ASFODQR","2024-03-13 06:14:00",480,"wake"
"ASFODQR","2024-03-13 06:22:00",360,"light"
"ASFODQR","2024-03-13 06:28:00",90,"wake"
"ASFODQR","2024-03-13 06:32:00",60,"wake"
"ASFODQR","2024-03-13 06:40:00",150,"wake"
"ASFODQR","2024-03-13 06:44:30",60,"wake"
"ASFODQR","2024-03-13 06:52:00",60,"wake"
"ASFODQR","2024-03-13 06:55:30",90,"wake"
"ASFODQR","2024-03-13 06:57:00",570,"light"
"ASFODQR","2024-03-13 07:06:30",420,"wake"
"ASFODQR","2024-03-13 07:13:30",390,"light"
"ASFODQR","2024-03-13 07:20:00",60,"wake"
"ASFODQR","2024-03-13 07:24:00",30,"wake"
"ASFODQR","2024-03-13 07:24:30",510,"light"
"ASFODQR","2024-03-14 00:19:30",2760,"light"
"ASFODQR","2024-03-14 01:05:30",30,"wake"
"ASFODQR","2024-03-14 01:11:00",60,"wake"
"ASFODQR","2024-03-14 01:12:00",1530,"light"
"ASFODQR","2024-03-14 01:37:30",300,"deep"
"ASFODQR","2024-03-14 01:42:30",2220,"light"
"ASFODQR","2024-03-14 02:19:30",30,"wake"
"ASFODQR","2024-03-14 02:43:30",90,"wake"
"ASFODQR","2024-03-14 02:47:00",60,"wake"
"ASFODQR","2024-03-14 02:51:00",120,"wake"
"ASFODQR","2024-03-14 02:56:00",30,"wake"
"ASFODQR","2024-03-14 02:56:30",240,"light"
"ASFODQR","2024-03-14 03:00:30",1350,"wake"
"ASFODQR","2024-03-14 03:23:00",360,"light"
"ASFODQR","2024-03-14 03:29:00",60,"wake"
"ASFODQR","2024-03-14 03:45:30",30,"wake"
"ASFODQR","2024-03-14 03:48:30",60,"wake"
"ASFODQR","2024-03-14 03:49:30",1350,"light"
"ASFODQR","2024-03-14 04:12:00",360,"deep"
"ASFODQR","2024-03-14 04:18:00",420,"light"
"ASFODQR","2024-03-14 04:25:00",90,"wake"
"ASFODQR","2024-03-14 04:30:00",30,"wake"
"ASFODQR","2024-03-14 04:40:30",60,"wake"
"ASFODQR","2024-03-14 04:53:30",30,"wake"
"ASFODQR","2024-03-14 04:54:00",30,"light"
"ASFODQR","2024-03-14 04:54:30",360,"rem"
"ASFODQR","2024-03-14 05:00:30",510,"light"
"ASFODQR","2024-03-14 05:09:00",180,"wake"
"ASFODQR","2024-03-14 05:12:00",330,"light"
"ASFODQR","2024-03-14 05:17:30",210,"wake"
"ASFODQR","2024-03-14 05:21:00",960,"light"
"ASFODQR","2024-03-14 05:37:00",240,"wake"
"ASFODQR","2024-03-14 05:41:00",420,"light"
"ASFODQR","2024-03-14 05:48:00",30,"wake"
"ASFODQR","2024-03-14 05:48:30",120,"light"
"ASFODQR","2024-03-14 05:50:30",450,"wake"
"ASFODQR","2024-03-14 05:58:00",480,"deep"
"ASFODQR","2024-03-14 06:06:00",1560,"wake"
"ASFODQR","2024-03-14 06:32:00",1350,"light"
"ASFODQR","2024-03-14 06:54:30",1860,"rem"
"ASFODQR","2024-03-14 07:25:30",30,"wake"
"ASFODQR","2024-03-14 07:26:00",120,"rem"
"ASFODQR","2024-03-15 00:21:30",90,"wake"
"ASFODQR","2024-03-15 00:26:00",60,"wake"
"ASFODQR","2024-03-15 00:27:00",180,"light"
"ASFODQR","2024-03-15 00:30:00",2730,"deep"
"ASFODQR","2024-03-15 01:15:30",120,"wake"
"ASFODQR","2024-03-15 01:17:30",240,"light"
"ASFODQR","2024-03-15 01:21:30",570,"deep"
"ASFODQR","2024-03-15 01:31:00",30,"wake"
"ASFODQR","2024-03-15 01:44:30",30,"wake"
"ASFODQR","2024-03-15 01:46:30",90,"wake"
"ASFODQR","2024-03-15 02:02:00",30,"wake"
"ASFODQR","2024-03-15 02:02:30",780,"light"
"ASFODQR","2024-03-15 02:15:30",360,"deep"
"ASFODQR","2024-03-15 02:21:30",90,"light"
"ASFODQR","2024-03-15 02:23:00",30,"wake"
"ASFODQR","2024-03-15 02:47:30",30,"wake"
"ASFODQR","2024-03-15 02:58:30",30,"wake"
"ASFODQR","2024-03-15 02:59:00",210,"light"
"ASFODQR","2024-03-15 03:02:30",360,"rem"
"ASFODQR","2024-03-15 03:08:30",30,"light"
"ASFODQR","2024-03-15 03:09:00",90,"wake"
"ASFODQR","2024-03-15 03:27:00",30,"wake"
"ASFODQR","2024-03-15 03:52:00",150,"wake"
"ASFODQR","2024-03-15 03:56:00",30,"wake"
"ASFODQR","2024-03-15 04:06:00",30,"wake"
"ASFODQR","2024-03-15 04:08:00",30,"wake"
"ASFODQR","2024-03-15 04:19:00",120,"wake"
"ASFODQR","2024-03-15 04:21:00",60,"light"
"ASFODQR","2024-03-15 04:22:00",960,"rem"
"ASFODQR","2024-03-15 04:38:00",30,"wake"
"ASFODQR","2024-03-15 04:43:00",60,"wake"
"ASFODQR","2024-03-15 05:14:30",30,"wake"
"ASFODQR","2024-03-15 05:18:00",120,"wake"
"ASFODQR","2024-03-15 05:21:30",30,"wake"
"ASFODQR","2024-03-15 05:27:30",60,"wake"
"ASFODQR","2024-03-15 05:31:00",30,"wake"
"ASFODQR","2024-03-15 05:31:30",930,"light"
"ASFODQR","2024-03-15 05:47:00",690,"wake"
"ASFODQR","2024-03-15 05:58:30",1140,"light"
"ASFODQR","2024-03-15 06:17:30",180,"wake"
"ASFODQR","2024-03-15 06:20:30",960,"light"
"ASFODQR","2024-03-15 06:36:30",360,"rem"
"ASFODQR","2024-03-15 06:42:30",660,"light"
"ASFODQR","2024-03-15 06:53:30",30,"wake"
"ASFODQR","2024-03-15 06:57:00",60,"wake"
"ASFODQR","2024-03-15 06:58:00",120,"light"
"ASFODQR","2024-03-15 07:00:00",540,"wake"
"ASFODQR","2024-03-15 07:09:00",450,"rem"
"ASFODQR","2024-03-15 07:16:30",30,"wake"
"ASFODQR","2024-03-15 07:24:30",30,"wake"
"ASFODQR","2024-03-15 22:20:00",270,"light"
"ASFODQR","2024-03-15 22:24:30",60,"wake"
"ASFODQR","2024-03-15 22:25:30",90,"light"
"ASFODQR","2024-03-15 22:27:00",5280,"deep"
"ASFODQR","2024-03-15 23:55:00",570,"light"
"ASFODQR","2024-03-16 00:04:30",60,"wake"
"ASFODQR","2024-03-16 00:05:30",870,"light"
"ASFODQR","2024-03-16 00:20:00",330,"rem"
"ASFODQR","2024-03-16 00:25:30",660,"light"
"ASFODQR","2024-03-16 00:36:30",30,"wake"
"ASFODQR","2024-03-16 00:37:00",30,"light"
"ASFODQR","2024-03-16 00:37:30",1620,"rem"
"ASFODQR","2024-03-16 01:04:30",2670,"light"
"ASFODQR","2024-03-16 01:49:00",1230,"wake"
"ASFODQR","2024-03-16 02:09:30",480,"light"
"ASFODQR","2024-03-16 02:17:30",120,"wake"
"ASFODQR","2024-03-16 02:23:30",30,"wake"
"ASFODQR","2024-03-16 02:48:00",30,"wake"
"ASFODQR","2024-03-16 03:13:30",30,"wake"
"ASFODQR","2024-03-16 03:14:00",180,"light"
"ASFODQR","2024-03-16 03:17:00",1050,"rem"
"ASFODQR","2024-03-16 03:34:30",30,"wake"
"ASFODQR","2024-03-16 04:11:30",30,"wake"
"ASFODQR","2024-03-16 04:16:00",60,"wake"
"ASFODQR","2024-03-16 04:17:00",1860,"light"
"ASFODQR","2024-03-16 04:48:00",330,"deep"
"ASFODQR","2024-03-16 04:53:30",120,"light"
"ASFODQR","2024-03-16 04:55:30",30,"wake"
"ASFODQR","2024-03-16 04:57:30",150,"wake"
"ASFODQR","2024-03-16 05:02:00",60,"wake"
"ASFODQR","2024-03-16 05:03:00",300,"light"
"ASFODQR","2024-03-16 05:08:00",1110,"wake"
"ASFODQR","2024-03-16 05:26:30",120,"light"
"ASFODQR","2024-03-16 05:28:30",1470,"wake"
"ASFODQR","2024-03-16 05:53:00",270,"rem"
"ASFODQR","2024-03-16 05:57:30",210,"light"
"ASFODQR","2024-03-16 06:01:00",330,"wake"
"ASFODQR","2024-03-16 06:06:30",120,"light"
"ASFODQR","2024-03-16 06:08:30",30,"wake"
"ASFODQR","2024-03-16 06:12:00",30,"wake"
"ASFODQR","2024-03-16 06:14:30",30,"wake"
"ASFODQR","2024-03-16 06:17:30",30,"wake"
"ASFODQR","2024-03-16 06:28:30",30,"wake"
"ASFODQR","2024-03-16 06:38:00",60,"wake"
"ASFODQR","2024-03-16 06:44:00",60,"wake"
"ASFODQR","2024-03-16 06:51:00",120,"wake"
"ASFODQR","2024-03-16 06:55:00",30,"wake"
"ASFODQR","2024-03-16 06:55:30",450,"light"
"ASFODQR","2024-03-16 07:03:00",420,"wake"
"ASFODQR","2024-03-16 07:10:00",150,"light"
"ASFODQR","2024-03-16 07:12:30",30,"wake"
"ASFODQR","2024-03-16 07:17:30",30,"wake"
"ASFODQR","2024-03-16 07:18:00",300,"light"
"ASFODQR","2024-03-16 07:23:00",960,"wake"
"ASFODQR","2024-03-16 07:39:00",240,"light"
"ASFODQR","2024-03-17 02:17:00",360,"wake"
"ASFODQR","2024-03-17 02:23:00",390,"light"
"ASFODQR","2024-03-17 02:29:30",1920,"deep"
"ASFODQR","2024-03-17 03:01:30",30,"wake"
"ASFODQR","2024-03-17 03:02:00",1050,"light"
"ASFODQR","2024-03-17 03:19:30",870,"wake"
"ASFODQR","2024-03-17 03:34:00",990,"light"
"ASFODQR","2024-03-17 03:50:30",30,"wake"
"ASFODQR","2024-03-17 03:53:00",30,"wake"
"ASFODQR","2024-03-17 03:53:30",1380,"light"
"ASFODQR","2024-03-17 04:16:30",900,"rem"
"ASFODQR","2024-03-17 04:31:30",90,"light"
"ASFODQR","2024-03-17 04:33:00",780,"deep"
"ASFODQR","2024-03-17 04:46:00",30,"wake"
"ASFODQR","2024-03-17 04:50:00",30,"wake"
"ASFODQR","2024-03-17 04:50:30",120,"light"
"ASFODQR","2024-03-17 04:52:30",750,"rem"
"ASFODQR","2024-03-17 05:05:00",30,"wake"
"ASFODQR","2024-03-17 05:05:30",60,"rem"
"ASFODQR","2024-03-17 05:06:30",30,"light"
"ASFODQR","2024-03-17 05:07:00",240,"wake"
"ASFODQR","2024-03-17 05:11:00",240,"light"
"ASFODQR","2024-03-17 05:15:00",30,"wake"
"ASFODQR","2024-03-17 05:17:00",30,"wake"
"ASFODQR","2024-03-17 05:27:00",30,"wake"
"ASFODQR","2024-03-17 05:44:30",30,"wake"
"ASFODQR","2024-03-17 06:08:30",30,"wake"
"ASFODQR","2024-03-17 06:09:00",630,"light"
"ASFODQR","2024-03-17 06:19:30",1680,"deep"
"ASFODQR","2024-03-17 06:47:30",510,"light"
"ASFODQR","2024-03-17 06:56:00",30,"wake"
"ASFODQR","2024-03-17 07:00:00",30,"wake"
"ASFODQR","2024-03-17 07:03:30",120,"wake"
"ASFODQR","2024-03-17 07:10:30",60,"wake"
"ASFODQR","2024-03-17 07:15:30",30,"wake"
"ASFODQR","2024-03-17 07:18:00",60,"wake"
"ASFODQR","2024-03-17 07:24:00",60,"wake"
"ASFODQR","2024-03-17 07:30:00",30,"wake"
"ASFODQR","2024-03-17 07:38:30",30,"wake"
"ASFODQR","2024-03-17 07:39:00",210,"light"
"ASFODQR","2024-03-17 07:42:30",330,"rem"
"ASFODQR","2024-03-17 07:48:00",30,"wake"
"ASFODQR","2024-03-17 07:51:30",30,"wake"
"ASFODQR","2024-03-17 07:52:00",300,"light"
"ASFODQR","2024-03-17 07:57:00",600,"wake"
"ASFODQR","2024-03-17 08:07:00",150,"light"
"ASFODQR","2024-03-17 08:09:30",30,"wake"
"ASFODQR","2024-03-17 08:16:00",60,"wake"
"ASFODQR","2024-03-17 08:19:30",30,"wake"
"ASFODQR","2024-03-17 08:30:30",30,"wake"
"ASFODQR","2024-03-17 08:33:30",60,"wake"
"ASFODQR","2024-03-17 08:34:30",540,"light"
"ASFODQR","2024-03-17 08:43:30",2040,"rem"
"ASFODQR","2024-03-17 09:17:30",30,"wake"
"ASFODQR","2024-03-17 09:20:30",30,"wake"
"ASFODQR","2024-03-17 09:21:00",270,"light"
"ASFODQR","2024-03-17 09:25:30",420,"rem"
"ASFODQR","2024-03-17 09:32:30",30,"wake"
"ASFODQR","2024-03-17 09:33:00",420,"rem"
"ASFODQR","2024-03-17 09:40:00",30,"light"
"ASFODQR","2024-03-17 09:40:30",30,"wake"
"ASFODQR","2024-03-17 09:54:00",30,"wake"
"ASFODQR","2024-03-17 09:54:30",270,"rem"
"ASFODQR","2024-03-17 09:59:00",1020,"wake"
"ASFODQR","2024-03-17 10:16:00",150,"light"
"ASFODQR","2024-03-17 10:18:30",60,"wake"
"ASFODQR","2024-03-17 10:21:30",30,"wake"
"ASFODQR","2024-03-17 10:23:30",120,"wake"
"ASFODQR","2024-03-17 10:25:30",300,"light"
"ASFODQR","2024-03-17 10:30:30",570,"wake"
"ASFODQR","2024-03-17 10:40:00",870,"light"
"ASFODQR","2024-03-17 10:54:30",30,"wake"
"ASFODQR","2024-03-17 11:23:30",30,"wake"
"ASFODQR","2024-03-17 11:24:00",300,"light"
"ASFODQR","2024-03-19 00:41:00",180,"light"
"ASFODQR","2024-03-19 00:44:00",540,"deep"
"ASFODQR","2024-03-19 00:53:00",30,"light"
"ASFODQR","2024-03-19 00:53:30",30,"wake"
"ASFODQR","2024-03-19 00:56:00",180,"wake"
"ASFODQR","2024-03-19 00:59:00",210,"light"
"ASFODQR","2024-03-19 01:02:30",330,"rem"
"ASFODQR","2024-03-19 01:08:00",240,"light"
"ASFODQR","2024-03-19 01:12:00",30,"wake"
"ASFODQR","2024-03-19 01:26:30",30,"wake"
"ASFODQR","2024-03-19 01:50:00",30,"wake"
"ASFODQR","2024-03-19 01:50:30",450,"light"
"ASFODQR","2024-03-19 01:58:00",480,"wake"
"ASFODQR","2024-03-19 02:06:00",360,"light"
"ASFODQR","2024-03-19 02:12:00",60,"wake"
"ASFODQR","2024-03-19 02:14:30",120,"wake"
"ASFODQR","2024-03-19 02:19:00",90,"wake"
"ASFODQR","2024-03-19 02:20:30",150,"light"
"ASFODQR","2024-03-19 02:23:00",3150,"deep"
"ASFODQR","2024-03-19 03:15:30",90,"wake"
"ASFODQR","2024-03-19 03:17:00",270,"light"
"ASFODQR","2024-03-19 03:21:30",450,"rem"
"ASFODQR","2024-03-19 03:29:00",30,"wake"
"ASFODQR","2024-03-19 03:42:00",60,"wake"
"ASFODQR","2024-03-19 03:49:00",30,"wake"
"ASFODQR","2024-03-19 03:51:00",150,"wake"
"ASFODQR","2024-03-19 03:58:30",30,"wake"
"ASFODQR","2024-03-19 04:01:00",180,"wake"
"ASFODQR","2024-03-19 04:04:00",330,"light"
"ASFODQR","2024-03-19 04:09:30",630,"wake"
"ASFODQR","2024-03-19 04:20:00",600,"light"
"ASFODQR","2024-03-19 04:30:00",30,"wake"
"ASFODQR","2024-03-19 04:34:00",60,"wake"
"ASFODQR","2024-03-19 04:35:00",240,"light"
"ASFODQR","2024-03-19 04:39:00",360,"wake"
"ASFODQR","2024-03-19 04:45:00",570,"light"
"ASFODQR","2024-03-19 04:54:30",180,"wake"
"ASFODQR","2024-03-19 05:00:00",30,"wake"
"ASFODQR","2024-03-19 05:00:30",1650,"light"
"ASFODQR","2024-03-19 05:28:00",240,"rem"
"ASFODQR","2024-03-19 05:32:00",30,"wake"
"ASFODQR","2024-03-19 05:57:30",30,"wake"
"ASFODQR","2024-03-19 06:05:00",60,"wake"
"ASFODQR","2024-03-19 06:20:30",90,"wake"
"ASFODQR","2024-03-19 06:26:00",30,"wake"
"ASFODQR","2024-03-19 06:34:30",60,"wake"
"ASFODQR","2024-03-19 06:44:00",60,"wake"
"ASFODQR","2024-03-19 06:45:00",990,"light"
"ASFODQR","2024-03-19 07:01:30",990,"deep"
"ASFODQR","2024-03-19 07:18:00",120,"light"
"ASFODQR","2024-03-19 07:20:00",30,"wake"
"ASFODQR","2024-03-19 07:23:30",30,"wake"
"ASFODQR","2024-03-19 07:24:00",240,"light"
"ASFODQR","2024-03-19 07:28:00",120,"rem"
"ASFODQR","2024-03-19 07:30:00",30,"wake"
"ASFODQR","2024-03-19 07:32:30",30,"wake"
"ASFODQR","2024-03-19 22:50:30",150,"wake"
"ASFODQR","2024-03-19 23:07:00",30,"wake"
"ASFODQR","2024-03-19 23:07:30",600,"light"
"ASFODQR","2024-03-19 23:17:30",2220,"deep"
"ASFODQR","2024-03-19 23:54:30",30,"light"
"ASFODQR","2024-03-19 23:55:00",30,"wake"
"ASFODQR","2024-03-19 23:55:30",480,"light"
"ASFODQR","2024-03-20 00:03:30",540,"rem"
"ASFODQR","2024-03-20 00:12:30",60,"light"
"ASFODQR","2024-03-20 00:13:30",30,"wake"
"ASFODQR","2024-03-20 00:14:00",420,"light"
"ASFODQR","2024-03-20 00:21:00",1290,"deep"
"ASFODQR","2024-03-20 00:42:30",90,"light"
"ASFODQR","2024-03-20 00:44:00",30,"wake"
"ASFODQR","2024-03-20 00:44:30",270,"light"
"ASFODQR","2024-03-20 00:49:00",870,"deep"
"ASFODQR","2024-03-20 01:03:30",30,"wake"
"ASFODQR","2024-03-20 01:04:00",480,"light"
"ASFODQR","2024-03-20 01:12:00",1350,"rem"
"ASFODQR","2024-03-20 01:34:30",1740,"light"
"ASFODQR","2024-03-20 02:03:30",2670,"deep"
"ASFODQR","2024-03-20 02:48:00",30,"light"
"ASFODQR","2024-03-20 02:48:30",30,"wake"
"ASFODQR","2024-03-20 02:55:00",30,"wake"
"ASFODQR","2024-03-20 02:55:30",150,"light"
"ASFODQR","2024-03-20 02:58:00",360,"rem"
"ASFODQR","2024-03-20 03:04:00",30,"wake"
"ASFODQR","2024-03-20 03:13:30",90,"wake"
"ASFODQR","2024-03-20 03:15:00",1020,"light"
"ASFODQR","2024-03-20 03:32:00",1290,"wake"
