index,loss,threshold,anomaly,RHR
2024-07-27 20:00:00,0.257324562465414,0.2300880689072174,True,57.6625
2024-07-27 23:00:00,0.29882792023540183,0.2300880689072174,True,57.685
2024-07-28 00:00:00,0.29132176502844787,0.2300880689072174,True,57.675625000000004
2024-07-28 02:00:00,0.26099966068977587,0.2300880689072174,True,57.70083333333333
2024-07-29 06:00:00,0.23072727594466566,0.2300880689072174,True,58.06666666666666
2024-07-31 07:00:00,0.23098953923974513,0.2300880689072174,True,57.39795454545454
2024-07-31 08:00:00,0.2961316467981483,0.2300880689072174,True,57.545
2024-07-31 10:00:00,0.3545900793939274,0.2300880689072174,True,57.75450000000001
2024-07-31 21:00:00,0.40129119568774796,0.2300880689072174,True,58.36150000000001
2024-07-31 22:00:00,0.44960532619177546,0.2300880689072174,True,59.1175
2024-08-01 01:00:00,0.5134526390035333,0.2300880689072174,True,59.455
2024-08-01 05:00:00,0.559626113823213,0.2300880689072174,True,59.5
2024-08-01 06:00:00,0.5178799920890418,0.2300880689072174,True,59.5125
2024-08-01 07:00:00,0.4474999896911394,0.2300880689072174,True,59.48555555555556
2024-08-01 08:00:00,0.33305427611046795,0.2300880689072174,True,59.15020833333333
2024-08-01 23:00:00,0.26760321690298916,0.2300880689072174,True,59.208333333333336
2024-08-03 03:00:00,0.2830115793118295,0.2300880689072174,True,60.62113636363636
2024-08-03 04:00:00,0.3169006301949657,0.2300880689072174,True,60.90538461538461
2024-08-03 05:00:00,0.3330469521889582,0.2300880689072174,True,60.859750000000005
2024-08-03 21:00:00,0.31296977311005375,0.2300880689072174,True,60.725
2024-08-04 00:00:00,0.2564482631705661,0.2300880689072174,True,60.72625
2024-08-05 06:00:00,0.2401213702950763,0.2300880689072174,True,62.065178571428575
2024-08-06 01:00:00,0.26892412694852474,0.2300880689072174,True,64.11375
2024-08-06 02:00:00,0.29643753897531133,0.2300880689072174,True,64.42458333333333
2024-08-06 03:00:00,0.35602338356549235,0.2300880689072174,True,64.56083333333333
2024-08-06 05:00:00,0.4559249888212884,0.2300880689072174,True,64.50083333333333
2024-08-06 07:00:00,0.5886740264166701,0.2300880689072174,True,64.42818181818181
2024-08-06 08:00:00,0.7535380914408396,0.2300880689072174,True,64.9375
2024-08-07 00:00:00,0.9399874892465812,0.2300880689072174,True,65.4325
2024-08-07 01:00:00,1.0886806226082149,0.2300880689072174,True,65.68874999999998
2024-08-07 02:00:00,1.2180833853417337,0.2300880689072174,True,66.32557692307692
2024-08-07 04:00:00,1.3876277642301087,0.2300880689072174,True,66.76694444444445
2024-08-07 10:00:00,1.5675077385933125,0.2300880689072174,True,67.1909090909091
2024-08-07 23:00:00,1.7744301273803846,0.2300880689072174,True,67.68666666666667
2024-08-08 04:00:00,2.038366427490256,0.2300880689072174,True,67.68350000000001
2024-08-08 05:00:00,2.3316296749517993,0.2300880689072174,True,67.3525
2024-08-08 07:00:00,2.560535520771341,0.2300880689072174,True,67.18875
2024-08-09 02:00:00,2.7313329877998704,0.2300880689072174,True,67.01500000000001
2024-08-09 03:00:00,2.8661245867173077,0.2300880689072174,True,66.47608695652174
2024-08-09 04:00:00,2.897931536953481,0.2300880689072174,True,66.39916666666667
2024-08-09 05:00:00,2.8757867025998785,0.2300880689072174,True,66.419
2024-08-09 06:00:00,2.8121830898598392,0.2300880689072174,True,66.48386363636364
2024-08-09 17:00:00,2.7047693571030886,0.2300880689072174,True,66.49642857142857
2024-08-09 18:00:00,2.596855508574822,0.2300880689072174,True,66.61642857142857
2024-08-10 03:00:00,2.527100361535955,0.2300880689072174,True,66.52125000000001
2024-08-10 05:00:00,2.4648851407486365,0.2300880689072174,True,66.67708333333333
2024-08-10 06:00:00,2.428758826353585,0.2300880689072174,True,66.94500000000001
2024-08-10 07:00:00,2.4647476681494647,0.2300880689072174,True,67.07749999999999
2024-08-10 14:00:00,2.520517745760799,0.2300880689072174,True,67.23083333333334
2024-08-10 16:00:00,2.58773236754009,0.2300880689072174,True,67.74812499999999
2024-08-11 04:00:00,2.688477655323787,0.2300880689072174,True,68.2278125
2024-08-11 05:00:00,2.828376911622384,0.2300880689072174,True,68.4525
2024-08-11 09:00:00,2.9795637516695983,0.2300880689072174,True,68.5140625
2024-08-12 06:00:00,3.1520002960085765,0.2300880689072174,True,68.60666666666667
2024-08-12 07:00:00,3.3217764703846067,0.2300880689072174,True,68.69
2024-08-12 08:00:00,3.477081539634341,0.2300880689072174,True,68.91227272727274
2024-08-12 12:00:00,3.641028411682259,0.2300880689072174,True,69.11875
2024-08-13 00:00:00,3.811112321220434,0.2300880689072174,True,69.24
2024-08-13 02:00:00,3.943986518292874,0.2300880689072174,True,69.33333333333333
2024-08-13 05:00:00,4.03989835873269,0.2300880689072174,True,69.28200000000001
2024-08-13 06:00:00,4.113281995427369,0.2300880689072174,True,69.18613636363638
2024-08-13 07:00:00,4.175839656251913,0.2300880689072174,True,69.0635
2024-08-13 08:00:00,4.2218686792237285,0.2300880689072174,True,69.10833333333332
2024-08-13 18:00:00,4.263222504528681,0.2300880689072174,True,69.2375
2024-08-13 22:00:00,4.293113593880804,0.2300880689072174,True,69.52166666666668
2024-08-13 23:00:00,4.324455466966501,0.2300880689072174,True,69.8971875
2024-08-14 01:00:00,4.3731068618543585,0.2300880689072174,True,69.99062500000001
2024-08-14 04:00:00,4.422814307446741,0.2300880689072174,True,69.9225
2024-08-14 05:00:00,4.474771358503002,0.2300880689072174,True,69.796
2024-08-14 06:00:00,4.5287856249623974,0.2300880689072174,True,69.25125
