datetime,loss,threshold,anomaly,RHR
2024-07-14 06:00:00,0.0507540134961974,0.2300880689072174,False,1.029527610032457
2024-07-14 07:00:00,0.04362712423607795,0.2300880689072174,False,1.1126380354082102
2024-07-14 08:00:00,0.051161037899355555,0.2300880689072174,False,1.217133989077061
2024-07-14 16:00:00,0.053513648226459876,0.2300880689072174,False,1.5112717864854017
2024-07-15 05:00:00,0.09125526511897847,0.2300880689072174,False,1.7589625687340689
2024-07-15 06:00:00,0.11709955237547794,0.2300880689072174,False,1.7686464917595284
2024-07-15 07:00:00,0.12034225992300149,0.2300880689072174,False,1.621293825182914
2024-07-15 08:00:00,0.15426023895584562,0.2300880689072174,False,1.431214119852079
2024-07-15 09:00:00,0.171725151355836,0.2300880689072174,False,1.2084620796290342
2024-07-15 10:00:00,0.16717738522804676,0.2300880689072174,False,1.1170100768232794
2024-07-15 21:00:00,0.1309936418915098,0.2300880689072174,False,1.1138039131189015
2024-07-15 22:00:00,0.09202829601493606,0.2300880689072174,False,1.315334203108221
2024-07-16 00:00:00,0.1716507969790482,0.2300880689072174,False,1.534269381778441
2024-07-16 01:00:00,0.2300880689072174,0.2300880689072174,False,1.5262539725175042
2024-07-16 02:00:00,0.2083583845427186,0.2300880689072174,False,1.5170477024520717
2024-07-16 03:00:00,0.13966991949719307,0.2300880689072174,False,1.4280618412519814
2024-07-16 04:00:00,0.09640254722390873,0.2300880689072174,False,0.9619437148037229
2024-07-16 05:00:00,0.16455133751430506,0.2300880689072174,False,0.8895033176372815
2024-07-16 06:00:00,0.17025509998839097,0.2300880689072174,False,0.8395395093788927
2024-07-16 12:00:00,0.13383792969220876,0.2300880689072174,False,0.9423199572734422
2024-07-17 00:00:00,0.15122628469417843,0.2300880689072174,False,1.0515127325767473
2024-07-17 01:00:00,0.19407058333188862,0.2300880689072174,False,1.0747192508179415
2024-07-17 03:00:00,0.2048025822670213,0.2300880689072174,False,1.1754843958125933
2024-07-17 04:00:00,0.14033732134749946,0.2300880689072174,False,1.210141498712282
2024-07-17 05:00:00,0.05500856320358616,0.2300880689072174,False,1.0035451924801178
2024-07-17 09:00:00,0.09556184167243054,0.2300880689072174,False,0.9511838003309889
2024-07-17 14:00:00,0.11924636730278101,0.2300880689072174,False,0.8596925383778168
2024-07-17 17:00:00,0.08983786619218358,0.2300880689072174,False,0.6213778813167102
2024-07-18 04:00:00,0.07952489471026092,0.2300880689072174,False,0.47403684708007376
2024-07-18 05:00:00,0.08878223861172346,0.2300880689072174,False,0.2594986929187273
2024-07-18 10:00:00,0.09493965462397799,0.2300880689072174,False,0.11700409417172394
2024-07-18 15:00:00,0.10717081228302903,0.2300880689072174,False,0.23195621995350668
2024-07-19 03:00:00,0.12352977393408465,0.2300880689072174,False,0.21174767296834926
2024-07-19 04:00:00,0.11770522657538436,0.2300880689072174,False,0.06584640517443578
2024-07-19 05:00:00,0.08870554919082232,0.2300880689072174,False,-0.06881247040933466
2024-07-19 06:00:00,0.0862873851604019,0.2300880689072174,False,-0.29544244197006686
2024-07-19 07:00:00,0.1069746117564218,0.2300880689072174,False,-0.4233225714360032
2024-07-19 09:00:00,0.0972864688254386,0.2300880689072174,False,-0.4375212964125262
2024-07-19 12:00:00,0.07854072829776268,0.2300880689072174,False,-0.4966063132503026
2024-07-19 13:00:00,0.06391338419378087,0.2300880689072174,False,-0.6540354943263789
2024-07-19 23:00:00,0.07323293594127388,0.2300880689072174,False,-0.7127933516024838
2024-07-20 00:00:00,0.06807726176900236,0.2300880689072174,False,-0.622187998086618
2024-07-20 02:00:00,0.061762382463786014,0.2300880689072174,False,-0.5350802777028106
2024-07-20 03:00:00,0.06654441226715929,0.2300880689072174,False,-0.7042435817241464
2024-07-20 04:00:00,0.0748287126637479,0.2300880689072174,False,-0.7915733740528558
2024-07-20 11:00:00,0.06272719508336677,0.2300880689072174,False,-0.7954818402829564
2024-07-20 14:00:00,0.0482812277717716,0.2300880689072174,False,-0.6585175803212664
2024-07-20 23:00:00,0.06650349562989975,0.2300880689072174,False,-0.7421068483282025
2024-07-21 01:00:00,0.08377638785571716,0.2300880689072174,False,-0.8985010155182654
2024-07-21 02:00:00,0.07108611540068072,0.2300880689072174,False,-0.8717626992304209
2024-07-21 03:00:00,0.06583470839848579,0.2300880689072174,False,-0.8960027061382296
2024-07-21 04:00:00,0.04165562572838154,0.2300880689072174,False,-0.9170717819098368
2024-07-21 05:00:00,0.04871235371579098,0.2300880689072174,False,-0.9442478361659739
2024-07-21 06:00:00,0.05625721348116125,0.2300880689072174,False,-0.9683704011798511
2024-07-21 07:00:00,0.061820516958436045,0.2300880689072174,False,-0.9647062140891343
2024-07-21 08:00:00,0.04538971377417267,0.2300880689072174,False,-0.950232675080809
2024-07-21 11:00:00,0.03840283532986569,0.2300880689072174,False,-0.9216520157732367
2024-07-21 22:00:00,0.043197937122277874,0.2300880689072174,False,-0.9673322148374839
2024-07-21 23:00:00,0.03967031349007756,0.2300880689072174,False,-1.2184511701211458
2024-07-22 00:00:00,0.0683164445498939,0.2300880689072174,False,-1.1446178002432261
2024-07-22 03:00:00,0.07914372844440061,0.2300880689072174,False,-1.1620790610332217
2024-07-22 04:00:00,0.07955477191639783,0.2300880689072174,False,-1.2388332108132394
2024-07-22 06:00:00,0.08276927110740089,0.2300880689072174,False,-1.294177703329258
2024-07-22 07:00:00,0.08512673465688468,0.2300880689072174,False,-1.3393693441147374
2024-07-22 15:00:00,0.08337855202116999,0.2300880689072174,False,-1.2800095132451483
